TARIFF ODK VARNAME;expr;WHO ID;Tariff Question;WHO 2014 Question;Note
adultModule-adult3-adult_3_13;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C310');id3C310;Did bleeding occur while she was pregnant?;Did she have excessive bleeding during pregnancy before labour started?;Mapping okay?
adultModule-adult3-adult_3_14;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C340');id3C340;Did she have excessive bleeding during labor or delivery?;Did she have excessive bleeding during labour or delivery?;Mapping of values was required.
adultModule-adult3-adult_3_15;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C210');id3C210;Did she die during labor or delivery?;Did she die during labour, and before delivery?;Mapping of values was required.
adultModule-adult3-qdeathlabordelivery-adult_3_16;;WHO_MAPPING_UNAVAILABLE;For how many hours was she in labor?;;5 = hours. Set to 5.
adultModule-adult3-qdeathlabordelivery-adult_3_16a;id3C370;id3C370;Number of hours;For how many hours was she in labour?;
adultModule-adult3-adult_3_17;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C395');id3C395;Did she die within 6 weeks after having an abortion?;Did she die within 6 weeks of having an abortion?;Mapping of values was required.
adultModule-adult3-adult_3_18;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C120');id3C120;Did she die within 6 weeks of childbirth?;Did she die within 6 weeks of delivery, abortion or miscarriage?;Mapped to id3C120
adultModule-adult3-adult_3_19;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C350');id3C350;Did she have excessive bleeding after delivery or abortion?;Did she have excessive bleeding after delivery or abortion?;Mapping of values was required.
adultModule-adult3-adult_3_20;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3C270');id3C270;"3.20: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> have bad smelling vaginal discharge within 6 weeks after delivery or abortion?";Did she have foul smelling vaginal discharge during pregnancy or after delivery?;Mapping of values was required.
adultModule-adult_4_a;;;Alcohol and Tobacco Section;;This is a note.
adultModule-adult4-adult_4_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3F110');id3F110;Did ${gen_5_0} use tobacco?;Did (s)he smoke tobacco (cigarette, cigar, pipe, etc.)?;Mapping of values was required.
adultModule-adult4-adult_4_2;mapCode(c('cigarettes','pipe','chewing_tobacco','local_form_of_tobacco','other'),c(1,2,3,4,11),'id3F120');id3F120;What kind of tobacco did ${gen_5_0} use?;What kind of tobacco did (s)he use ?;Mapping of values was required.
adultModule-adult4-adult_4_2a;;WHO_MAPPING_UNAVAILABLE;Type of tobacco used: other, specify;;No appropriate mapping found
adultModule-adult4-adult_4_3;;WHO_MAPPING_UNAVAILABLE;"4.3: How much chewing tobacco did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> use daily?";;No appropriate mapping found. Set to 9 for DK
adultModule-adult4-adult_4_3a;;;"4.3a: Chew/dips per day</label>
          <hint>Enter 999 if unknown";;
adultModule-adult4-adult_4_4;;WHO_MAPPING_UNAVAILABLE;How many cigarettes did ${gen_5_0} smoke daily?;;1 = Cigarettes per day
adultModule-adult4-adult_4_4a;id3F130;id3F130;Cigarettes;How many cigarettes did (s)he smoke daily?;
adultModule-adult4-adult_4_5;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3F100');id3F100;"4.5: Did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> drink alcohol?";Did (s)he drink alcohol?;Mapping of values was required.
adultModule-adult4-adult_4_6;;WHO_MAPPING_UNAVAILABLE;"4.6: Would you say the amount of alcohol <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> drank daily was…?";;No appropriate mapping found. Set to 9 for DK
adultModule-adult_5_a;;;Injures and Accidents Section;;This is a note.
adultModule-adult5-adult_5_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3E100');id3E100;Did ${gen_5_0} suffer from any injury or accident that led to his/her death?;Did (s)he suffer from any injury or accident that led to her/his death?;Mapping of values was required.
adultModule-adult5-adult_5_2;yesToCode(c('id3E115','id3E310','id3E320','id3E510','id3E340','id3E112','id3E520'),c(1,2,3,4,5,6,7),9);id3E115,id3E310,id3E320,id3E510,id3E112,id3E340,id3E340,id3E520;What kind of injury or accident did ${gen_5_0} suffer from?  (Read through the list in sequence and MARK ALL THAT APPLY);Road traffic injury, Fall,Drowning,Poisoning,Bite or sting by venomous animal,Burn or fire,Violence (suicide, homicide, abuse);Multiple mapping. Need to split up into single result value
adultModule-adult5-adult_5_2a;;WHO_MAPPING_UNAVAILABLE;Decedent suffered other injury;;No appropriate WHO mapping found.
adultModule-adult5-adult_5_3;;WHO_MAPPING_UNAVAILABLE;Was the injury or accident self-inflicted?;;No appropriate WHO mapping found.
adultModule-adult5-adult_5_4;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3E102');id3E102;Was the injury or accident intentionally inflicted by someone else?;Was the injury intentionally inflicted by someone else?;Mapping of values was required.
adultModule-adult5-adult_5_5;;WHO_MAPPING_UNAVAILABLE;"5.5: How long did <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> survive after the injury? If less than one hour, mark “0”.";;No appropriate WHO mapping found. Set value to 9 (DK)
adultModule-adult5-adult_5_5a;;;"5.5a: Number of hours</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. Skipped if previous answer is 9.
adultModule-adult5-adult_5_5b;;;"5.5b: Number of days</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. Skipped if previous answer is 9.
adultModule-adult5-adult_5_5c;;;"5.5c: Number of months</label>
          <hint>Enter 99 if unknown";;No appropriate WHO mapping found. Skipped if previous answer is 9.
adultModule-adult5-adult_5_5d;;;"5.5d: Number of years</label>
          <hint>Enter 999 if unknown";;No appropriate WHO mapping found. Skipped if previous answer is 9.
adultModule-adult_6_a;;;Health Records Section;;This is a note.
adultModule-adult6-adult_6_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H130');id3H130;Was care sought outside the home while ${gen_5_0} had this illness?;Was care sought outside the home while (s)he had this illness?;Mapping of values was required.
adultModule-adult6-adult_6_2;mapCode(c('traditional_healer','homeopath','religious_leader','government_hospital','government_health_center_or_clinic','private_hospital','community_based_practitioner_associated_with_health_system','trained_birth_attendant','private_physician','pharmacy','dk','ref'),c(1,2,3,4,5,6,7,8,9,10,99,88),'id3H140');id3H140;Where or from whom did you seek care? (Check all that apply);Where or from whom did you seek care?;Mapping of values was required.
adultModule-adult6-adult_6_3;id3H150;id3H150;Record the name and address of any hospital, health center or clinic where care was sought: ;Record the name and address of any hospital, health center or clinic where care was sought;
adultModule-adult6-adult_6_3a;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H160');id3H160;Did a health care worker tell you the cause of death?;Did a health care worker tell you the cause of death?;Mapping of values was required.
adultModule-adult6-adult_6_3b;id3H170;id3H170;What did the health care worker say?;What did the health care worker say?;
adultModule-adult6-adult_6_3c;mapCode(c('hospital','other_health_facility','home','on_route_to_hospital_or_facility','other','DK','Ref'),c(1,2,4,3,5,9,8),'id1A560');id1A560;Where did the deceased die?;Where did the deceased die?;Mapping of values was required.
adultModule-adult6-adult_6_3d;;WHO_MAPPING_UNAVAILABLE;Where did the deceased die? [other, specified];;No appropriate mapping found. 
adultModule-adult6-adult_6_4;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H180');id3H180;Do you have any health records that belonged to the deceased? ;Do you have any health records that belonged to the deceased?;Mapping of values was required.
adultModule-adult6-adult_6_5;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H190');id3H190;Can I see the health records? ;Can I see the health records?;Mapping of values was required.
adultModule-adult6-adult_6_5a;;WHO_MAPPING_UNAVAILABLE;Take a picture of the health records;;No appropriate mapping found
adultModule-adult6-adult_6_5b;;WHO_MAPPING_UNAVAILABLE;Take a second picture of the health records if necessary.;;No appropriate mapping found
adultModule-adult6-qhealthrecordsAdult-adult_6_6;;WHO_MAPPING_UNAVAILABLE;Are the dates known for the two most recent visits and the last note? (Mark all that apply);;id3H210 = Record the date of the last but one (second last) visit, id3H220 = Record the date of the last note on the health records. Needs mapping.
adultModule-adult6-qhealthrecordsAdult-recent1Adult-adult_6_6a;;;6.6a: Most recent visit;;This is a note.
adultModule-adult6-qhealthrecordsAdult-recent1Adult-adult_6_6b;substr(id3H200,0,4);id3H200;Year;Record the date of the most recent (last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-recent1Adult-adult_6_6c;substr(id3H200,6,7);id3H200;Month;Record the date of the most recent (last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-recent1Adult-adult_6_6d;substr(id3H200,9,10);id3H200;Day of the month;Record the date of the most recent (last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-recent2Adult-adult_6_6e;;;6.6e: Second most recent visit;;This is a note.
adultModule-adult6-qhealthrecordsAdult-recent2Adult-adult_6_6f;substr(id3H210,0,4);id3H210;Year;Record the date of the last but one (second last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-recent2Adult-adult_6_6g;substr(id3H210,6,7);id3H210;Month;Record the date of the last but one (second last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-recent2Adult-adult_6_6h;substr(id3H210,9,10);id3H210;Day of the month;Record the date of the last but one (second last) visit;Split date
adultModule-adult6-qhealthrecordsAdult-lastNoteAdult-adult_6_7;;;6.7: Record the date of the last note;;This is a note.
adultModule-adult6-qhealthrecordsAdult-lastNoteAdult-adult_6_7a;substr(id3H220,0,4);id3H220;Year;Record the date of the last note on the health records;Split date
adultModule-adult6-qhealthrecordsAdult-lastNoteAdult-adult_6_7b;substr(id3H220,6,7);id3H220;Month;Record the date of the last note on the health records;Split date
adultModule-adult6-qhealthrecordsAdult-lastNoteAdult-adult_6_7c;substr(id3H220,9,10);id3H220;Day of the month;Record the date of the last note on the health records;Split date
adultModule-adult6-qhealthrecordsAdult-lastNoteAdult-adult_6_8;id3H250;id3H250;Transcribe the note:;Transcribe the last note on the health records;
adultModule-adult6-adult_6_9;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id6H260');id6H260;Was a death certificate issued?;Was a death certificate issued?;Mapping of values was required.
adultModule-adult6-adult_6_10;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id6H270');id6H270;Can I see the death certificate? ;Can I see the death certificate?;Mapping of values was required.
adultModule-adult6-adult_6_10a;;WHO_MAPPING_UNAVAILABLE;Take a picture of the death certificate;;No appropriate mapping found
adultModule-adult6-adult_6_10ab;;WHO_MAPPING_UNAVAILABLE;Take a second picture of the death certificate if necessary.;;No appropriate mapping found
adultModule-adult6-qDeathCertsAdult-adult_6_10b;;;Mark all Cause of Death information that is known;;No appropriate mapping found. Needs mapping
adultModule-adult6-qDeathCertsAdult-adult_6_11;id6H280;id6H280;Record the immediate cause of death from the certificate.;Record the immediate cause of death from the certificate (line 1a);
adultModule-adult6-qDeathCertsAdult-adult_6_12;id6H290;id6H290;Record the first underlying cause of death from the certificate.;Record the first antecedent cause of death from the certificate  (line 1b);
adultModule-adult6-qDeathCertsAdult-adult_6_13;id6H300;id6H300;Record the second underlying cause of death from the certificate.;Record the second antecedent cause of death from the certificate (line 1c);
adultModule-adult6-qDeathCertsAdult-adult_6_14;id6H310;id6H310;Record the third underlying cause of death from the certificate.;Record the third antecedent cause of death from the certificate (line 1d);
adultModule-adult6-qDeathCertsAdult-adult_6_15;id6H320;id6H320;Record the contributing cause(s) of death from the certificate.;Record the contributing cause(s) of death from the certificate (part 2);
adultModule-adult_7_a;;;Open Ended Response and Interviewer Comments/Observations Section;;This is a note.
adultModule-adult7-adult_7_1;id5A100;id5A100;7.1: Instructions to the interviewer: Say to the respondent: Thank you for the patient responses to this exhaustive set of questions. Could you please summarize, or tell us in your own words, any additional information about the illness and/or death of your loved one?;NARRATIVE DESCRIPTION;
adultModule-adult7-adult_7_b;;;To the interviewer: Write down what the respondent tells you in his/her own words. Do not prompt except for asking whether there was anything else after the respondent finishes. While recording, indicate any unfamiliar terms. You may also use this space to write down your comments and observations about the interview.;;
adultModule-adult7-adult_7_c;;;Open-ended response and interviewer comments;;
interviewendtime;"""25.08.2015  12:22:00""";;;;Variables dont exist in light questionnaire
meta-instanceID;;;;;Variables dont exist in light questionnaire
KEY;;;;;Variables dont exist in light questionnaire
